Base Path: /home/ltato/LiteScript_online_playground/playground/js
Main Module: ./online
>>>ADVANCE 7:9 [0] 'public'(IDENTIFIER)
<< Returned: ' '(NEWLINE) line 7
        Parsed OK!-> VarStatement
      Parsed OK!-> Statement
      Module matched OK: NEWLINE  
>>>ADVANCE 7:9 [0] 'public'(IDENTIFIER)
freeForm Mode .lexer.indent:4 block indent:4 parentIndent:undefined
      Module TRY Statement on 'public'(IDENTIFIER)

7 4(CODE)     public class Window
    'public'(IDENTIFIER) 'class'(IDENTIFIER) 'Window'(IDENTIFIER)

        Statement TRY Adjective on 'public'(IDENTIFIER)
          Adjective matched OK: public public
>>>ADVANCE 7:16 [1] 'class'(IDENTIFIER)
        Parsed OK!-> Adjective
        Statement TRY Adjective on 'class'(IDENTIFIER)
        Adjective parse failed. /home/ltato/LiteScript_online_playground/playground/js/Document.interface.md:7:10. Adjective: found 'class'(IDENTIFIER) but 'public'|'export'|'default'|'nice'|'generator'|'shim'|'helper'|'global' required
<<REW to 7:16 [1] 'class'(IDENTIFIER)
        Statement TRY ClassDeclaration on 'class'(IDENTIFIER)
          ClassDeclaration matched OK: class class
>>>ADVANCE 7:22 [2] 'Window'(IDENTIFIER)
          ClassDeclaration matched OK: IDENTIFIER Window
>>>ADVANCE 8:0 [-1] ' '(NEWLINE)
          ClassDeclaration TRY Body on ' '(NEWLINE)
            Body matched OK: NEWLINE  
>>>ADVANCE 8:9 [0] 'properties'(IDENTIFIER)
optFreeFormList [Body] parentname:Window parentIndent:4, blockIndent:8, get SeparatedList of [Statement] by ';' closer: -no-
freeForm Mode .lexer.indent:8 block indent:8 parentIndent:4
            Body TRY Statement on 'properties'(IDENTIFIER)

8 8(CODE) properties
    'properties'(IDENTIFIER)

              Statement TRY PropertiesDeclaration on 'properties'(IDENTIFIER)
                PropertiesDeclaration matched OK: properties properties
>>>ADVANCE 9:0 [-1] ' '(NEWLINE)
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 9:13 [0] 'applicationCache'(IDENTIFIER)
optFreeFormList [PropertiesDeclaration] parentname:undefined parentIndent:8, blockIndent:12, get SeparatedList of [VariableDecl] by ',' closer: -no-
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'applicationCache'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER applicationCache
>>>ADVANCE 10:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 10:13 [0] 'closed'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'closed'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER closed
>>>ADVANCE 11:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 11:13 [0] 'content'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'content'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER content
>>>ADVANCE 12:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 12:13 [0] 'document'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'document'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER document
>>>ADVANCE 13:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 13:13 [0] 'frameElement'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'frameElement'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER frameElement
>>>ADVANCE 14:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 14:13 [0] 'frames'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'frames'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER frames
>>>ADVANCE 15:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 15:13 [0] 'fullScreen'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'fullScreen'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER fullScreen
>>>ADVANCE 16:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 16:13 [0] 'gamepadconnected'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'gamepadconnected'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER gamepadconnected
>>>ADVANCE 17:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 17:13 [0] 'gamepaddisconnected'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'gamepaddisconnected'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER gamepaddisconnected
>>>ADVANCE 18:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 18:13 [0] 'history'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'history'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER history
>>>ADVANCE 19:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 19:13 [0] 'innerHeight'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'innerHeight'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER innerHeight
>>>ADVANCE 20:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 20:13 [0] 'innerWidth'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'innerWidth'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER innerWidth
>>>ADVANCE 21:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 21:13 [0] 'length'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'length'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER length
>>>ADVANCE 22:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 22:13 [0] 'location'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'location'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER location
>>>ADVANCE 22:21 [1] ':'(OPER)
                  VariableDecl matched OK: : :
>>>ADVANCE 22:23 [2] 'Location'(IDENTIFIER)
                  VariableDecl TRY VariableRef on 'Location'(IDENTIFIER)
                    VariableRef matched OK: IDENTIFIER Location
>>>ADVANCE 23:0 [-1] ' '(NEWLINE)
                  Parsed OK!-> VariableRef
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 23:13 [0] 'locationbar'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'locationbar'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER locationbar
>>>ADVANCE 24:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 24:13 [0] 'menubar'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'menubar'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER menubar
>>>ADVANCE 25:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 25:13 [0] 'name'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'name'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER name
>>>ADVANCE 26:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 26:13 [0] 'navigator'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'navigator'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER navigator
>>>ADVANCE 27:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 27:13 [0] 'onafterprint'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onafterprint'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onafterprint
>>>ADVANCE 28:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 28:13 [0] 'onbeforeprint'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onbeforeprint'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onbeforeprint
>>>ADVANCE 29:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 29:13 [0] 'onbeforeunload'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onbeforeunload'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onbeforeunload
>>>ADVANCE 30:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 30:13 [0] 'onblur'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onblur'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onblur
>>>ADVANCE 31:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 31:13 [0] 'onchange'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onchange'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onchange
>>>ADVANCE 32:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 32:13 [0] 'onclick'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onclick'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onclick
>>>ADVANCE 33:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 33:13 [0] 'ondevicelight'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'ondevicelight'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER ondevicelight
>>>ADVANCE 34:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 34:13 [0] 'ondevicemotion'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'ondevicemotion'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER ondevicemotion
>>>ADVANCE 35:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 35:13 [0] 'ondeviceorientation'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'ondeviceorientation'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER ondeviceorientation
>>>ADVANCE 36:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 36:13 [0] 'ondeviceproximity'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'ondeviceproximity'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER ondeviceproximity
>>>ADVANCE 37:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 37:13 [0] 'ondragdrop'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'ondragdrop'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER ondragdrop
>>>ADVANCE 38:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 38:13 [0] 'onfocus'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onfocus'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onfocus
>>>ADVANCE 39:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 39:13 [0] 'onhashchange'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onhashchange'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onhashchange
>>>ADVANCE 40:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 40:13 [0] 'onkeydown'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onkeydown'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onkeydown
>>>ADVANCE 41:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 41:13 [0] 'onkeypress'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onkeypress'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onkeypress
>>>ADVANCE 42:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 42:13 [0] 'onkeyup'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onkeyup'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onkeyup
>>>ADVANCE 43:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 43:13 [0] 'onmousedown'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onmousedown'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onmousedown
>>>ADVANCE 44:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 44:13 [0] 'onmousemove'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onmousemove'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onmousemove
>>>ADVANCE 45:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 45:13 [0] 'onmouseout'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onmouseout'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onmouseout
>>>ADVANCE 46:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 46:13 [0] 'onmouseover'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onmouseover'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onmouseover
>>>ADVANCE 47:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 47:13 [0] 'onmouseup'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onmouseup'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onmouseup
>>>ADVANCE 48:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 48:13 [0] 'onpaint'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onpaint'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onpaint
>>>ADVANCE 49:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 49:13 [0] 'onpopstate'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onpopstate'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onpopstate
>>>ADVANCE 50:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 50:13 [0] 'onreset'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onreset'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onreset
>>>ADVANCE 51:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 51:13 [0] 'onresize'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onresize'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onresize
>>>ADVANCE 52:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 52:13 [0] 'onscroll'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onscroll'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onscroll
>>>ADVANCE 53:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 53:13 [0] 'onunload'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'onunload'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER onunload
>>>ADVANCE 54:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 54:13 [0] 'opener'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'opener'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER opener
>>>ADVANCE 55:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 55:13 [0] 'outerHeight'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'outerHeight'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER outerHeight
>>>ADVANCE 56:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 56:13 [0] 'outerWidth'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'outerWidth'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER outerWidth
>>>ADVANCE 57:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 57:13 [0] 'parent'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'parent'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER parent
>>>ADVANCE 58:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 58:13 [0] 'performance'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'performance'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER performance
>>>ADVANCE 59:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 59:13 [0] 'personalbar'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'personalbar'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER personalbar
>>>ADVANCE 60:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 60:13 [0] 'screen'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'screen'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER screen
>>>ADVANCE 61:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 61:13 [0] 'screenX'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'screenX'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER screenX
>>>ADVANCE 62:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 62:13 [0] 'screenY'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'screenY'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER screenY
>>>ADVANCE 63:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 63:13 [0] 'scrollbars'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'scrollbars'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER scrollbars
>>>ADVANCE 64:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 64:13 [0] 'scrollMaxX'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'scrollMaxX'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER scrollMaxX
>>>ADVANCE 65:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 65:13 [0] 'scrollMaxY'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'scrollMaxY'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER scrollMaxY
>>>ADVANCE 66:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 66:13 [0] 'scrollX'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'scrollX'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER scrollX
>>>ADVANCE 67:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 67:13 [0] 'scrollY'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'scrollY'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER scrollY
>>>ADVANCE 68:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 68:13 [0] 'self'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'self'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER self
>>>ADVANCE 69:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 69:13 [0] 'sidebar'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'sidebar'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER sidebar
>>>ADVANCE 70:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 70:13 [0] 'status'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'status'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER status
>>>ADVANCE 71:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 71:13 [0] 'statusbar'(IDENTIFIER)
freeForm Mode .lexer.indent:12 block indent:12 parentIndent:8
                PropertiesDeclaration TRY VariableDecl on 'statusbar'(IDENTIFIER)
                  VariableDecl matched OK: IDENTIFIER statusbar
>>>ADVANCE 72:0 [-1] ' '(NEWLINE)
                Parsed OK!-> VariableDecl
                PropertiesDeclaration matched OK: NEWLINE  
>>>ADVANCE 72:13 [0] 'toolbar'(IDENTIFIER)
